MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
9.4,15.1,3.4,46,20,17,62,69,1021.4,1022.3,12.9,14.2,Yes
10.3,14.6,2.4,28,13,11,82,60,1028.4,1029,11.7,14.5,No
10.8,16.3,0,33,19,11,44,43,1019.7,1019.5,14.8,15.8,No
15.7,22.5,0.8,72,28,33,78,78,1029.4,1026.7,18.9,20.1,Yes
9.1,23.6,4.4,41,9,22,67,49,1012.3,1010.6,14.7,20.6,No
9,29.3,0,28,11,17,40,33,1017.8,1015.2,22.3,26.2,No
15.1,27.8,4.8,37,6,13,65,57,1015.7,1013.8,21.1,24.8,No
13.1,19.9,4,39,7,26,77,72,1018.1,1016.7,17.3,18,No
9.9,21.3,0,17,6,6,67,50,1024.3,1020.7,14.5,20.8,No
13.5,19.8,0,48,24,15,52,23,1017,1016.6,14.4,18.9,No
16.5,28.2,0,48,24,20,62,31,1017,1015,18.8,26,No
8,14.5,16,43,22,24,65,54,1025.9,1025.3,9.9,13.2,No
8.9,14.9,0.6,59,24,39,90,40,1011.2,1012.4,10.4,13.5,No
16.8,28,0,31,11,26,51,54,1017.9,1014.7,23.9,26.9,No
12.5,20.3,4.4,50,20,28,56,37,1019.2,1020.2,15.8,18.7,No
13.6,24.3,0,43,28,17,67,29,1026.3,1023,16.5,23.8,No
6.5,21.4,0,22,9,7,67,30,1020,1017.2,11,20.3,No
6.4,15.5,0,37,9,9,83,43,1031.6,1029.3,9.9,15.3,No
7.8,17.4,0,39,20,17,73,91,1017.5,1017.2,14.4,14.3,No
8.8,14.8,0,56,19,28,56,62,998.7,990.9,14.1,13.6,No
13,19.5,9.6,46,17,11,90,52,1014.4,1015.1,14.5,18.8,No
21.6,25.1,10,81,31,17,91,88,1011.6,1011.9,22,22.9,Yes
19.2,29.3,0,31,9,22,73,57,1014.5,1011.6,25.7,26.5,No
4.5,20.6,0,37,9,19,60,50,1019.6,1016.2,14.1,16.7,No
3.6,13.5,0.8,35,0,20,76,48,1008.6,1009.3,7.5,12.6,No
11.5,16.8,3.4,76,26,44,85,40,999.9,1001.9,12.9,15.2,No
21.4,32.3,0,35,13,15,81,55,1010.7,1009.1,24.1,29.5,No
4.8,22.1,0,20,11,7,60,26,1028.2,1025.3,12.4,21.8,No
20.7,36.8,0,48,31,24,42,19,1013.1,1007.1,24.6,35.2,No
24.3,41.8,0,43,24,7,9,7,1013.1,1008.4,31,39.8,No
14.8,21.6,11.8,50,17,24,86,57,1011.9,1012,18.9,20.1,Yes
8.4,21.9,0,30,7,7,60,39,1029.9,1026.6,16,20.9,No
17.8,21.3,3,46,13,19,94,94,1011.3,1005.6,18.7,18.9,Yes
17,27.1,0,30,11,15,60,60,1019.3,1014.2,24.6,25.1,No
1.7,13.1,1.2,33,7,15,88,57,1031.1,1028.9,9.2,12.3,No
8.6,20.2,0.2,33,9,20,73,42,1020.1,1015.6,14,19.8,No
17.2,33.8,0.2,33,7,15,68,24,1014.2,1011.2,23.9,32.9,No
10.2,18.2,26,22,7,7,94,62,1013.7,1012.8,12.8,16.8,Yes
2.3,15.5,0,65,22,35,79,48,1017.2,1006.3,7.9,15.1,Yes
14.7,25,0,54,4,9,55,33,1022.4,1019.3,15.3,24.2,No
21.5,28.9,5,44,19,11,66,84,1006.9,1006.2,25.5,24.5,Yes
1.9,13.9,0,33,7,7,68,80,1020.1,1019.4,8.7,11.3,Yes
10.2,20.2,0,37,7,13,62,59,1009.7,1007,15,18.6,Yes
15.4,19.3,56,70,30,33,89,92,1017.1,1014,17.5,17.1,Yes
24.4,41.9,0,57,20,26,12,6,1014,1010.2,34.4,41.6,No
16.4,27.7,0,37,9,22,60,66,1011.7,1012,23.1,23.1,No
20.4,34.3,0,69,26,7,53,31,1011.2,1008,26.3,32.1,Yes
5.9,13.4,0.2,31,13,13,98,89,1016.4,1015.6,8.6,12.3,Yes
16.9,25,0,50,26,33,68,61,1015.1,1015.4,20.5,20.9,No
13.5,24.2,0,30,9,15,71,36,1024.6,1022.3,16.5,23.5,No
22.4,43.7,0,83,20,35,26,12,1008.1,1002.1,29.5,40.6,No
1.3,11.1,0,35,15,17,63,65,1019.4,1018.2,7.2,8.5,No
3.4,19,0,20,0,11,92,55,1021.6,1018.5,8.7,18.9,No
8.2,14,2.2,56,19,26,96,80,1014.3,1015.6,12.4,13.6,Yes
19.4,25.2,0,54,24,37,64,71,1019.5,1015.3,21.8,24.3,No
21.1,31.1,0,24,9,9,61,55,1018.3,1015.3,27.6,30,Yes
18.3,27.6,0,31,20,17,41,45,1018,1014.2,25.9,26.1,No
18.8,25.8,0,43,6,13,92,83,1010.9,1008.1,21.1,23.5,Yes
25.1,32.2,0,41,9,9,79,61,1011.2,1008.5,28.5,29.3,No
1.1,10.5,0,35,22,22,94,47,1027.5,1024.5,1.7,10.3,No
13.9,31.1,0,39,7,28,53,33,1021.4,1017.1,17.9,28.2,No
13.9,18.8,12,46,13,24,97,46,1012.1,1012.7,14.1,18.2,No
13.6,23.6,0,50,13,20,69,85,1022.6,1020.5,19.6,16.9,Yes
-0.1,16.7,0,41,4,19,81,33,1018.2,1016.7,9.2,16.2,No
12.4,18.3,45.6,31,11,15,98,90,1019.2,1017.3,16.9,16.9,No
11.9,21.7,0.4,37,9,20,63,54,1026.4,1019.3,17.8,21,No
5,15,0.4,28,9,6,76,53,1025.4,1022.5,10.9,13.4,No
11.2,22.8,0,35,9,22,85,40,1022.5,1019.4,17.2,21.7,No
21.9,31.1,0,33,9,28,60,54,1011.3,1008.9,28,29.5,No
7.9,13.3,4.2,61,17,26,83,72,1016.3,1017.8,10.3,9.1,Yes
22.1,30.3,0,37,19,22,70,68,1018.2,1015.8,27,28.7,No
10.2,18.4,0,59,35,43,70,63,1018.9,1015.2,13.2,16.5,No
5.3,10.9,3.8,52,13,19,79,80,1024.6,1024.8,8.4,9.5,Yes
12.1,36.2,0,41,13,7,16,32,1010,1007.6,30.2,26.4,No
12.7,15.4,8.8,26,11,17,93,89,1023.7,1021.6,13.9,15.1,Yes
3.5,23.9,0,35,7,22,54,39,1015,1013.4,14.1,22.6,No
14.4,19.5,0.6,24,7,9,76,68,1021.9,1019.4,17.8,19.3,No
8.1,20.7,0,26,11,7,79,49,1024.5,1021.5,12.5,20.1,No
16.4,33,0,50,9,33,44,29,1011.8,1008.1,25.5,29,Yes
24.5,42.4,0,56,20,7,21,9,1011.2,1007.5,33.9,39.5,No
14.8,19.7,17.2,19,4,13,100,77,1026.2,1023.2,15.6,19,No
7.1,13.4,0.4,54,20,24,60,53,1009.1,1008.2,10.3,12.3,No
5.7,13.4,26.2,52,26,30,77,63,1013.7,1016.8,9.7,11.7,Yes
23.1,38.5,0,48,28,7,35,20,1018.3,1013.7,29.8,37.2,No
13,28.9,0,35,20,13,54,22,1025.5,1021.9,18.6,27.2,No
6.1,14.4,0,31,17,20,61,38,1024.8,1021.4,8.9,14,No
10.4,20.3,1,44,31,19,54,39,1015.9,1014.2,17.7,19.7,No
3.1,11.9,0,52,13,24,76,53,1013.1,1013.5,7.3,11.2,No
4.5,15.3,6.8,46,0,11,79,73,1022.9,1020.2,9.2,11.8,Yes
6.7,13.8,30.4,70,35,31,87,61,1010.6,1013.3,8.3,12.9,Yes
11.1,17.2,0.4,37,19,22,94,82,1014,1015.3,15.8,15.8,No
18.1,37.8,0.2,70,9,19,76,28,1007.6,1003.8,25,37,Yes
8.3,15.1,15.4,61,15,11,69,70,1018,1020.5,12,13.3,Yes
4.9,18.6,0,13,9,0,92,65,1030.5,1028.7,8.1,17.8,No
8.6,22.1,0,19,6,4,73,45,1024.7,1021.2,14.2,20.4,No
8.7,23.3,0,61,20,28,32,26,1014.5,1011.1,19.1,22.7,No
2.2,18.6,0.2,22,6,7,90,40,1024.5,1020.5,8.9,18.1,No
8.9,16.5,0,35,13,22,46,48,1027.7,1026.2,13,15.1,No
19.7,25.2,0,41,30,28,61,67,1022.6,1021.5,24.2,24.1,No
28.4,37.4,0,50,6,20,65,57,1002.3,998.5,30.4,33.9,Yes
10.7,20.9,0.2,39,20,22,61,44,1014.7,1013.4,14.1,18.5,No
2.7,21,1.6,44,19,22,84,41,1012.5,1011,9.9,20,No
-0.2,15,0.2,26,13,15,99,54,1023,1020.5,4.5,14.2,No
21.3,27.1,5.2,43,17,20,81,61,1016.3,1014.1,24.1,26.8,Yes
23.1,37.5,0,35,19,20,31,19,1012.4,1009.1,30.6,36.6,No
5.8,16.3,0,31,20,11,79,70,1027.4,1026.2,12.3,14.4,No
9.6,22.3,0,26,13,2,61,38,1020.5,1017.7,14.3,22.2,No
8.5,12.6,6,52,13,20,88,85,1009.3,1009.1,9.4,8.1,Yes
24.8,32.6,34.8,37,15,15,82,69,1007.4,1005.1,28.8,29.7,No
19,29.1,0.8,57,13,30,63,63,1008.7,1010.5,24.5,21.7,No
23.4,33.5,1.8,39,13,20,66,46,1012.5,1009.4,28.5,32.1,No
6.9,15.8,4.8,54,19,19,61,49,1006.2,1009.5,12.1,13.7,Yes
18.7,27.4,0,56,20,17,19,17,1014.1,1010.3,21.3,26,Yes
6.2,19.5,0,41,26,26,46,26,1028.1,1023.3,11.1,18.7,No
18.6,27.8,0.2,20,9,7,67,67,1018.4,1013.4,23.2,24.5,Yes
16,23.4,13,50,30,26,94,80,1014.8,1010.5,18.2,20.5,Yes
11.3,21.2,0,24,6,11,46,58,1031.7,1028.7,18.8,20,No
24.2,32,14.2,43,15,20,89,96,1009.1,1006.8,26.7,24.2,Yes
2.8,21.4,0,41,4,20,37,25,1023.8,1020.1,14.9,20.6,No
5.3,18.9,0,35,13,20,45,33,1025.5,1022.3,13.3,17.3,No
-0.6,18.7,0,41,7,28,99,49,1021.6,1017.2,6.6,17.4,No
19.2,26.9,0.2,39,17,24,66,65,1006.2,1005.8,26.3,25.9,Yes
23.2,31.3,0,50,28,35,56,47,1016.1,1012.5,28,29.5,No
14.7,27.4,0,48,30,19,35,70,1007.2,1007.2,23.5,20.9,No
13.1,22.8,0,31,15,15,62,57,1024.1,1021.5,20.5,21.7,Yes
13.6,24.5,0,28,2,13,58,48,1024.3,1020.4,20.4,23.4,No
6.1,9.5,4,50,20,28,58,66,1036.3,1035.3,7.2,8.8,No
14,18.1,3,61,31,24,81,57,1020.2,1019.6,14,16.7,No
6.4,16.1,7.8,28,0,11,66,60,1029.7,1029,12.7,15,No
21.5,27.4,0,39,9,19,80,65,1017.9,1016.1,23.4,25.9,Yes
20.2,33.7,0,44,15,26,60,29,1015.8,1012.2,22.7,32.9,No
8.9,20.8,0.4,48,19,31,62,40,1026.7,1026.9,14.7,20.2,No
6,32.9,0,63,13,37,52,29,1006.1,999,17.4,28.1,No
19.2,33.9,0,56,28,19,48,27,1017.8,1014.7,23.4,31.7,No
25.4,32.6,0,35,15,22,52,50,1013.8,1010,29.8,31.9,No
8.5,22.6,3,33,13,22,57,29,1022.9,1018.4,15.4,22.3,No
10.5,24.3,0,37,7,24,54,55,1017.3,1015.6,19.2,22.4,No
9.5,19.3,0,39,19,22,79,66,1019.7,1017.2,12.8,18.5,Yes
17.7,22.8,5.2,52,24,11,92,73,1016.8,1014.9,21.5,21.2,No
9.4,30.9,0,31,9,13,52,23,1018.1,1015.2,20.8,29.9,No
20.1,28.7,0,33,13,13,57,26,1013.7,1011,21.5,27.8,No
14.8,16.6,0,56,13,11,91,100,1002.8,1007.2,16.1,13.3,Yes
10.1,33.9,0,52,11,19,43,12,1010.6,1006.1,21.8,32.2,No
11.3,20.2,27.6,54,28,28,79,45,1009,1010.2,12.5,19.7,No
18.3,28.3,0,46,7,26,72,52,1014.5,1010.9,21.5,26.3,No
11.4,23.2,0,41,6,31,72,70,1026.1,1022.7,18.6,20.1,No
7.5,15.2,3.4,46,22,24,86,63,1017.9,1017.4,9.6,14,No
13.1,19.7,0,41,6,17,71,62,1009.7,1007.9,14.2,17.8,No
27.2,40.8,0,50,22,17,30,18,1006.9,1002.9,32.3,38.2,No
16.7,20.4,12,37,19,15,93,81,1011.7,1008.9,16.9,19.8,No
20.2,25.6,0,30,15,17,73,64,1005.7,1004.2,23.4,24.7,Yes
6.9,36.9,0,57,0,30,75,9,1009.3,1000.9,13.7,36.2,No
21,28.6,0,35,17,17,60,61,1019.7,1016.4,27.6,26.8,No
6.7,13.9,16.6,78,50,26,64,79,1001.2,1005.5,10.9,10.6,Yes
19.7,25.6,1.6,30,6,15,81,67,1017.9,1015.4,21.7,24.5,No
11.9,24.3,0,63,19,24,50,64,1008,1001.3,18.6,19,No
13.4,14.4,10.8,43,13,20,94,58,1008.6,1006.3,13.8,13.7,Yes
2.8,11.2,0.2,39,7,24,100,85,1018.7,1018.2,3.7,9.8,No
11.5,18.3,0,43,2,20,75,76,1025.3,1023.2,16.7,16.7,Yes
25.9,34.9,0.4,37,17,28,69,36,1013.1,1009.6,29.6,34,No
25.6,29,0,56,35,26,46,64,1004.4,1009.1,27.1,20.9,No
6.8,25.5,0,20,0,9,77,44,1024,1020.1,15,24.6,No
13.5,23.1,0.2,57,28,33,55,47,1005.9,1001.4,17.3,21.2,No
11.3,24.7,0,44,19,15,61,61,1023.7,1018.2,18.1,22.7,Yes
7,15.8,0,31,17,17,75,57,1027.5,1025.1,10.1,15.1,No
0.2,19.2,0,30,9,19,29,32,1017.2,1012.1,14.8,18.2,No
19.4,28.3,3.4,44,7,9,88,62,1011.8,1011.1,20.2,23.5,Yes
18.9,33.8,0,37,9,13,56,33,1016.1,1009.5,21.6,32.9,No
15.3,27.8,0,30,9,13,38,21,1005,1003.5,20.4,27.6,No
12.9,18.2,0.2,37,19,19,80,61,1018.6,1018.5,15.2,15.4,No
8.6,21.1,0.2,35,13,15,85,73,1019.2,1014.1,15.9,18.8,Yes
18.7,25.1,0,28,11,15,84,74,1011.1,1010,22.9,24.7,Yes
7,19.6,0,37,7,28,64,53,1021.7,1019.8,15.2,18.4,No
17.8,19,39,63,13,11,100,99,1003.8,1002.8,17.8,15.9,Yes
18.2,28.4,0,35,6,17,62,49,1015.3,1012.9,21.9,27.5,No
5.5,16.6,3.6,44,7,31,91,51,1026.3,1021.8,7,15,No
13.8,21.8,0.2,26,11,22,88,69,1019.1,1014.5,17,20.3,Yes
9.5,17.3,0,30,22,15,53,53,1030.8,1028.7,14.6,15.7,No
-0.3,17.1,0,24,0,7,81,43,1025.2,1022.9,6.8,16.7,No
5.1,16,0,57,31,31,71,48,1026.7,1025.6,9.5,15.2,No
5.6,22.5,12.6,30,11,15,69,41,1019.7,1014.9,16.1,21.3,No
21.1,29.3,4.6,35,4,15,84,68,1012.9,1011,24.2,27.8,No
21.4,37.5,0,31,19,19,38,26,1011.9,1008,28,35.5,No
12.8,26.4,0,44,17,26,53,47,1022.5,1018.1,18.9,24.7,No
19,24.6,0.2,48,11,20,77,75,1013.3,1014.1,23,22.7,Yes
15.1,22.2,0,31,17,19,78,57,1017.9,1015.3,20.2,21.2,Yes
3.2,12.4,2.4,76,24,44,87,75,1013,1011.6,7.5,11,Yes
7.1,19.5,0,28,11,15,75,43,1023.9,1019.9,12.4,19.3,No
14.3,21.4,0,37,20,19,99,73,1017.5,1019.9,16,20.3,No
14,25,0,46,15,15,48,31,1016.2,1012.8,17.8,23.9,No
16.7,21.7,7.6,67,13,28,43,32,1006.3,1008.1,18.5,18.7,No
17.3,24,0,57,37,30,70,57,1005.5,1007.5,22,21.8,Yes
3.6,14.8,1.2,35,11,17,95,61,1023.1,1019.6,4.2,13.1,Yes
14.8,25.7,0,35,7,24,77,64,1014.3,1014,21.7,21.5,No
13.3,26.4,0,24,11,13,56,67,1020.6,1017,18.1,24.1,Yes
8.2,26.1,0,59,13,35,29,24,1008.2,1006.1,21.7,23.1,No
9.7,22,0,39,7,17,44,42,1007,1006.2,16.5,18.9,Yes
22.9,30.9,18.4,37,15,24,75,63,1011.7,1008.9,27.4,29.3,Yes
20,35.3,0,24,15,11,74,32,1009.3,1005.6,25.6,34,No
15.5,24.8,10.6,41,6,24,94,66,1001.5,1000.5,17.9,22.3,Yes
8.1,23.3,0,22,4,7,72,28,1024.2,1019.8,13.9,23,No
14.2,24.6,0.1,33,9,15,68,71,1019,1012.9,21.4,22.6,No
19.1,24.9,5.6,33,0,11,99,91,1013.8,1014.7,21.3,22.5,Yes
15.2,34,0,41,17,20,62,36,1005.2,1001.5,23.7,28.7,No
12.3,13.6,2.6,13,4,4,92,90,1019.8,1017.3,12.7,13.4,Yes
13.8,23.3,0,33,9,20,64,47,1021.4,1017.3,18.8,21.9,No
9.2,19.5,0,28,7,19,69,56,1022.5,1021.5,14.5,18.6,No
19,28.3,0,39,20,31,51,56,1025.8,1021.6,25.7,25.6,No
20.2,44.8,0,57,26,22,29,39,1004.9,1003.2,36.7,31.6,No
2.9,23.7,0,30,0,19,49,35,1019.7,1015.9,16.1,22.1,No
14.4,20.1,0,63,17,28,93,39,1001.9,1004.3,17,17.5,No
9.1,18.2,0,37,15,11,62,36,1017.5,1015.1,11.5,17.4,No
16.1,19.6,0,54,33,31,65,67,1012.9,1013.1,19.5,16.1,Yes
25.9,34.5,0.2,31,13,19,61,50,1010.4,1006.7,30.8,33,No
14.5,23.9,0,9,6,4,95,63,1026,1022.2,17.3,22.6,No
15.6,31.9,0,33,15,7,54,30,1018.9,1016.2,20.1,30.9,No
15.6,20.5,1.2,20,4,9,84,66,1022.6,1022.2,17.5,19.9,No
17,40.8,0,46,7,28,51,15,1014.1,1009,25.3,39.3,No
19.1,23.9,0,46,17,24,79,71,1025,1023.3,20.8,22.2,No
13.6,22,0.6,76,35,35,100,69,1015,1014.7,13.7,20.7,No
7.5,10.1,6.6,43,17,15,97,90,1003.3,1005.9,8.7,9.3,Yes
7.3,10.8,0,46,13,11,64,52,1025.2,1027.2,7.9,9.9,No
20,27.2,19.6,83,37,59,67,61,1027.8,1026.3,23.5,25.1,No
14.5,27.1,0,37,11,26,51,37,1018.1,1015.3,22.4,25.1,No
7,24.5,0,70,30,43,45,47,1001.8,1003.2,20.7,21.3,No
11.9,18.3,5.4,26,0,11,70,44,1019.3,1018.8,15.2,18.1,No
17.7,25.8,0,35,17,20,81,71,1014.4,1011.8,21.1,24.3,No
7.1,13.9,0.2,44,15,22,78,72,1022,1018.1,10.1,12.2,Yes
10.9,24.3,0,24,15,9,78,44,1022.2,1018.1,14,23.3,No
21.9,31.5,0,41,22,11,31,16,1013,1010.2,23.7,30.1,No
13.1,27.3,0,30,11,17,59,50,1021.7,1018.9,20.2,26.2,No
-0.1,14,0,37,13,15,57,21,1023.9,1020.9,6.1,13.3,No
9.3,29.6,0,35,7,20,30,19,1019.8,1016.4,19.5,29.1,No
21.7,27.1,3,46,31,22,89,71,1006.7,1007.2,24.5,26.3,No
16.3,23.5,0,35,17,20,69,63,1021.9,1020.8,21.4,22.7,No
5,13.8,5,35,24,13,90,62,1012.7,1012.3,7.6,13,No
21.7,27.4,2.6,43,15,31,76,74,1015.3,1013.3,23.4,25.4,No
13.2,22.5,0,41,19,17,36,20,1013.6,1011.3,16.6,22.5,No
5.3,13.7,0.4,37,13,17,93,66,1033.7,1032.5,9.8,12.5,Yes
8.9,19,0,31,17,7,88,66,1027.5,1023.8,13.7,18.6,No
19.1,25.9,0.2,57,13,15,52,26,998,998,24.4,24.5,No
12,22.1,0,54,9,30,47,18,1010.5,1008.9,17.2,21.2,No
10.1,25.5,0,28,9,13,43,20,1017,1013.3,17.4,25.2,No
16.9,21.2,1.8,35,13,22,83,50,1019.8,1019.5,18.2,20.2,No
19.9,30.8,0.8,39,19,13,75,41,1002.6,1000.4,22.5,29.6,No
2.1,18.6,0,37,7,15,65,28,1026.8,1022.9,9.5,18.4,No
19.1,36.3,0,85,30,33,23,10,1008.3,1002.1,25.2,35.7,Yes
20.7,38.9,0,39,24,11,9,7,1017,1011.6,28.5,37.2,No
22.6,28.4,0.2,41,20,17,71,81,1013.1,1013.4,25.2,24.2,Yes
9.4,23.4,0.2,26,9,6,51,39,1022.8,1019.3,18.7,22.6,No
22.2,24.7,0,37,0,11,93,91,1015.7,1012.7,22.9,23,Yes
10.9,17.8,0,37,17,20,70,46,1025.1,1022.6,13.5,17,No
26.4,40.5,0,46,22,19,21,10,1012.3,1009.4,32.8,39.5,No
2.7,12.8,0,15,0,0,100,83,1029.4,1026.3,5.1,12,No
11.9,14.4,20.6,63,30,37,75,60,1006.6,1008.9,13.1,13.8,Yes
8.9,19.8,0,20,2,11,93,67,1017.2,1014.2,10.4,18.7,No
17.6,35.6,0,50,20,20,50,23,1016.3,1014,21.6,33.1,No
13.2,20.5,1.4,59,24,28,50,39,1015.5,1016.3,17,19,No
5.4,21.5,0.2,39,26,20,47,14,1030.2,1025.5,11.7,20.5,No
8.7,26.7,0.2,30,2,9,86,42,1015.5,1011,15.4,25.5,No
13.9,24.3,0.6,50,11,35,60,57,1018.7,1014.7,18.5,22.1,Yes
7.4,13.3,0.6,63,30,33,78,53,1015,1015.4,8.2,12.1,No
17.1,31.8,0,52,22,20,63,25,1010.2,1008.6,21,29.3,No
13.7,28,0,26,11,13,75,39,1023.9,1020.8,16.7,26.5,No
21.6,28.8,0,56,22,35,71,55,1019.9,1017.6,23.8,25.8,No
17.9,26.4,1.8,37,11,11,80,69,1024.3,1023.4,21.5,25,Yes
24.2,33.8,0,28,9,17,71,55,1012.8,1009,30,32.4,No
16.6,26.5,0,52,31,31,48,60,1015.7,1012.9,24.3,25,No
4.5,17.8,0.2,22,4,9,100,57,1024,1019.2,7.1,17.5,No
3.9,20.4,0,39,9,7,64,38,1023.7,1020,12.8,19.5,No
9.9,15,0.4,28,11,17,93,65,1011.6,1011.5,11,13.1,No
4.8,12.7,0.6,43,11,19,81,59,1028,1028.3,7.3,12.3,No
3.7,18.6,0,43,17,19,53,34,1025.2,1021,13,18,No
24.1,38.1,0,37,11,24,37,27,1010.9,1008.2,30.7,35.1,No
-2,15.3,0,15,9,7,84,45,1026.7,1023.1,5.5,14.2,No
18.8,23.6,0,39,20,24,72,68,1021.4,1018,21.2,21.8,No
11.7,22.4,0.2,46,24,19,58,44,1020,1014.4,15.4,21.4,No
10.1,26.7,0,30,9,11,59,31,1022.8,1017.7,15.5,25.6,No
9.1,15.7,0,89,50,46,69,55,1021.5,1018.1,9.8,14.7,No
23.1,31.9,7.8,43,11,24,68,62,1011.4,1008.7,28.4,30.9,Yes
8.5,11.1,5.2,61,33,19,99,90,998.8,998.4,8.9,10.1,Yes
10.7,31.2,0,43,2,24,45,21,1013.1,1012.5,21.1,30,No
22.7,30.6,2.8,35,13,24,83,55,1015.7,1014.6,23.2,30.3,No
4.4,15.4,0,37,13,22,73,35,1027.1,1025.4,8.7,14.9,No
10,13,11.4,56,20,20,80,72,1012.4,1012.8,10,10.3,Yes
8.4,15.6,0.2,57,20,31,80,65,1013.7,1010,11.3,15,No
2.9,12.4,0.4,17,0,7,99,89,1028,1025.3,5.1,11.3,No
6.6,18.6,0.2,43,11,26,83,48,1015.3,1010.2,10.5,17.7,No
15.4,22.6,27.8,35,0,24,71,72,1019.2,1016.8,20.1,20.6,No
10,13.6,9.4,61,20,24,91,67,1002.3,1006.8,10.4,10.8,Yes
11.8,16.3,5.8,54,30,28,67,50,1016.2,1017.6,13.6,14.4,No
4.4,25.2,0,37,13,19,51,25,1021,1018.1,10.3,23.8,No
16.1,32.1,0,26,4,17,52,23,1021.9,1019.2,22.5,31.4,No
11.8,29.7,0,46,15,4,72,22,1008.5,1004.3,17.5,27.6,No
14.1,18.1,0,20,6,11,53,52,1024.6,1022.6,17,17.7,No
10.4,15.2,4.8,31,13,15,97,97,1024,1022.8,12.8,13.9,Yes
12.3,27.8,0,48,24,26,27,15,1015.4,1007.3,19,27.1,No
15.5,19.5,1.6,35,13,20,87,77,1018,1016.4,17.7,18.3,No
13,17.9,2.8,31,11,15,63,52,1024.8,1024.9,15.1,17.3,No
13.4,25.8,0,28,11,13,48,36,1026.4,1022.3,21.3,25.5,Yes
4.5,16.7,0,28,9,15,79,47,1031.9,1027.7,9.8,15.8,No
14.3,20.5,0,57,28,31,56,76,1015.9,1015.6,19.5,17.3,Yes
9,23.1,0,33,22,7,63,36,1032.3,1028.8,15.1,22.1,No
12.9,28.5,0,28,7,9,89,40,1019.6,1016.9,15.9,27.4,No
10.4,30.7,0,37,13,15,60,27,1016.8,1014,21.2,29.1,No
11.2,25.3,0,30,2,7,61,38,1020.4,1018.2,15.9,24.2,No
20.9,21.8,0,57,39,43,92,88,1006.8,1008.2,20.9,20.1,Yes
6.6,12.6,0,28,9,15,72,66,1030.7,1029.6,10.8,12,No
9.8,29.3,0,28,19,9,49,21,1022.1,1019.3,15.8,28.1,No
12.4,24,0,35,20,11,75,30,1022.9,1020.6,15.6,22.8,No
3.1,20,0,30,7,11,82,33,1018.2,1014.5,12.6,19.3,No
22.8,30.1,0,35,20,26,61,67,1012.5,1008.7,27.4,28.3,No
8.7,16.9,0,57,22,31,73,76,1018.2,1017.9,14.7,15.3,No
8.2,14.3,7,41,13,28,100,63,1016,1015.7,9.5,13.8,Yes
9.9,17.5,0.8,26,7,15,100,83,1022.3,1023.7,11.1,14.9,No
9.9,23.6,0,22,4,7,78,35,1024.7,1021.1,11.3,21.6,No
5.8,21.2,0.2,30,13,20,91,57,1023,1019.2,13.7,19.3,No
11.7,36.5,0,39,11,7,63,14,1011.6,1008,19,34.4,No
22.3,29.8,0,30,6,13,79,62,1017,1013.2,26.3,28.5,No
1.5,14.4,0.2,33,7,20,93,64,1016.6,1011.8,4,14.2,No
14.5,33.4,0,41,6,22,46,23,1010.5,1007.3,21.7,30.7,No
9.8,15.8,0,41,20,19,50,40,1016.3,1016.1,13.5,15.5,No
-0.2,14.2,0,22,6,11,67,35,1027.9,1023.4,7.2,13.5,No
21.1,32.9,0,39,24,17,38,20,1016.4,1011.4,25.8,31.9,No
10.7,25.8,0,35,7,15,32,31,1009.2,1006.3,17.3,24.5,No
18.4,36.7,0,20,9,6,61,27,1013,1009.1,27,36.2,No
15.1,31.5,0.2,46,7,9,46,33,1023.5,1020,24.1,29.7,No
-1.6,17.3,0,30,0,19,79,19,1030.1,1027.8,5.1,17,No
8.7,15.4,0.4,19,0,9,100,66,1026.2,1022.8,10.2,14.2,No
21.8,35,0.2,50,30,24,33,17,1011.2,1008.1,28.4,34.1,No
18.1,30.3,0,35,15,22,75,56,1014.1,1010.5,23.3,28.7,No
0.7,20,0,30,0,13,86,33,1032.2,1029.3,7.3,19.8,No
9.1,19.4,0,37,24,22,61,47,1023.1,1020.1,12.6,18.9,No
6.6,21.2,0,35,9,20,65,59,1020.6,1018.5,17.7,20,Yes
7.7,16.8,0.2,26,6,7,71,67,1029.2,1026.5,12.3,15.3,No
7.8,14.3,10.2,91,26,63,85,62,997,999.5,9.7,13.2,Yes
12.7,23.4,0,28,9,13,69,59,1019,1016.4,17.8,22,No
3.1,18.2,11.8,31,0,24,86,53,1025.3,1024,10.6,16.7,No
3.7,11,0.4,74,28,17,76,63,998.5,994,7,8.6,Yes
20.8,28.5,0,44,11,31,79,80,1014.7,1011.5,24.1,25.5,Yes
17.4,27.3,0,31,9,17,61,64,1004.4,1001.7,24.7,26.5,No
4.5,11.6,2.2,46,20,26,99,81,1009.8,1007.4,6.6,10.1,Yes
20.1,24.4,2.8,41,6,13,90,83,1015.1,1012.2,22.1,23.7,Yes
11.3,25.8,0,41,17,22,26,11,1023.9,1018.3,16.6,24.9,No
14,21.3,3.4,43,20,19,78,40,1020.5,1020.2,15.2,20,No
20.7,28.8,7.4,54,31,37,66,56,1019.9,1019.6,26,27.4,Yes
18.4,22.3,0,44,17,15,62,49,1016.7,1016.8,19.2,21.5,No
